Rank,RMSE,Length,Model Equation
436,0.8404,11,"mul(0.482, add(M, add(div(Ce, add(2.622, La)), E)))"
437,0.8405,13,"mul(0.482, add(M, add(div(Ce, add(La, div(Y, R))), E)))"
438,0.8405,11,"mul(0.482, add(M, add(div(Ce, add(1.737, M)), E)))"
439,0.8406,9,"mul(0.486, add(M, add(sub(R, La), E)))"
440,0.8406,14,"mul(0.482, add(M, add(div(Ce, add(neg(Pr), add(8.864, M))), E)))"
441,0.8406,13,"mul(0.482, add(M, add(div(Ce, add(div(R, Y), M)), E)))"
442,0.8407,14,"mul(0.482, add(M, add(div(Ce, add(sub(M, -8.951), neg(Pr))), E)))"
443,0.8408,11,"mul(0.482, add(M, add(div(Ce, sub(M, -1.072)), E)))"
444,0.8408,11,"mul(0.482, add(M, add(div(Ce, add(2.604, Gd)), E)))"
445,0.8409,13,"mul(0.482, add(div(Ce, add(div(EN, EN), M)), add(M, E)))"
446,0.8410,14,"mul(0.482, add(M, add(div(Ce, sub(div(IE, M), neg(La))), E)))"
447,0.8410,7,"mul(0.347, add(Ce, add(M, E)))"
448,0.8411,13,"mul(0.482, add(M, add(div(Ce, sub(Pr, sub(Y, M))), E)))"
449,0.8413,13,"mul(0.482, add(M, add(div(Ce, mul(div(Gd, IE), Gd)), E)))"
450,0.8414,14,"mul(0.482, add(M, add(div(Ce, sub(M, neg(div(Sm, LAS)))), E)))"
451,0.8415,13,"mul(0.482, add(div(Ce, add(Gd, div(EN, E))), add(M, E)))"
452,0.8415,14,"mul(0.482, add(M, add(div(add(neg(Sm), add(Ce, Y)), 8.207), E)))"
453,0.8415,15,"mul(0.482, add(M, add(div(Ce, add(Gd, div(add(Y, 8.305), IE))), E)))"
454,0.8416,14,"mul(0.482, add(M, add(div(add(add(LAS, Ce), neg(Gd)), 8.274), E)))"
455,0.8418,9,"mul(0.480, add(M, add(div(Ce, La), E)))"
456,0.8418,14,"mul(0.482, add(M, add(div(Ce, add(add(La, Sm), neg(EN))), E)))"
457,0.8418,13,"mul(0.480, add(E, add(div(Ce, add(div(Ce, M), M)), M)))"
458,0.8419,14,"mul(0.482, add(M, add(div(Ce, mul(add(-8.137, Ce), neg(Y))), E)))"
459,0.8420,9,"mul(0.480, add(M, add(div(Ce, La), E)))"
460,0.8420,11,"mul(0.482, add(M, add(div(Ce, add(0.556, La)), E)))"
461,0.8420,13,"mul(0.482, add(M, add(div(Ce, mul(div(Sm, EN), La)), E)))"
